Retron II-A	Retron I-A	0.175522890510983
Retron II-A	GAO_20	0.488269137450826
Retron II-A	GAO_29	0.589950705584287
Lit	GAO_29	1
Retron II-A	AVAST IV	0.00162459088916192	0.33568706661101	0.000527540679334619
Retron II-A	Abi2	1
Retron II-A	Borvo	0.876690432877034
Retron II-A	Hydrolase-TM	0.988932424308368
Retron II-A	CRISPR IV-A	0.188147393068553
Retron II-A	Olokun	0.311791204852786
Retron II-A	Gao_Her_DUF	1
Retron II-A	BREX III	0.844320717699011
Retron II-A	AVAST I	1
Retron II-A	AbiQ	0.512423955153591
Lit	AVAST IV	0.354047676085144
Retron II-A	Lamassu II	1
Retron II-A	AVAST III	0.883217136575071
Retron II-A	Helicase-DUF2290	0.154156194132136
Retron II-A	AVAST V	0.915057926863111
Retron II-A	Dazbog	1
Retron II-A	Druantia I	0.970935474693487
Retron II-A	ApeA	1
Retron II-A	PARIS I	0.0206656554516308
Retron II-A	2TM-1TM-TIR	1
Retron II-A	Gao_Her_SIR	1
Lit	Abi2	1
Retron II-A	AbiO/Nhi	0.813122110739438
Retron II-A	DUF4238	1
Retron II-A	PbeABCD	1
Retron II-A	Argonaute II	0.32685275919395
Retron II-A	AbiV	0.497766128302375
Retron II-A	Argonaute I	1
Retron II-A	Retron II	1
Retron II-A	DISARM II	1
Retron II-A	RADAR II	1
Lit	Borvo	0.314081841674139
Retron II-A	Dnd_ABCDEFGH	1
AbiE	3HP	0.106445226211901
AbiE	AVAST II	0.0858940364570192
AbiE	AbiD	0.197475785297763
AbiE	AVAST IV	0.638195536187077
AbiE	Abi2	0.852716752390265
AbiE	AVAST I	0.212731938067266
AbiE	AVAST III	0.559227618986355
AbiE	AVAST V	0.33230003694308
AbiE	2TM-1TM-TIR	1
Lit	Hydrolase-TM	0.492865453367573
CBASS I	AbiU	0.610115528541875
CBASS I	BREX I	4.34313951994016e-05	0.00152931812170082	0.0125870702526214
CBASS I	AbiE	0.667076418867896
CBASS I	3HP	0.179291420375984
CBASS I	AbiH	0.362075340156361
CBASS I	BstA	0.0283914351858251
CBASS I	AVAST II	0.229688046549555
CBASS I	Bunzi	0.0174148319772832
CBASS I	Azaca	0.205090791548088
CBASS I	AbiL	0.286094287255025
Lit	CRISPR IV-A	0.511300152848617
CBASS I	AbiEii	0.00577312565675226	0.265911722943421	0.140090347149517
CBASS I	AbiD	0.000301821682304631	0.000177341321770999	0.00725144151247206
CBASS I	AVAST IV	0.0532669160077173
CBASS I	Abi2	1
CBASS I	Borvo	0.0190736395639702
CBASS I	BREX III	0.240646207974377
CBASS I	AVAST I	0.251111884393242
CBASS I	AbiQ	0.876448803977946
CBASS I	AVAST III	0.637480588189052
CBASS I	AVAST V	0.155579053708673
Lit	Gao_Her_DUF	1
CRISPR I-E	AbiEii	4.809497393827e-23	5.33755417002947e-19	9.21632708068744e-12
CBASS I	ApeA	0.707748726036241
CBASS I	2TM-1TM-TIR	1
CBASS I	AbiO/Nhi	0.831494050581894
CBASS I	Argonaute II	1
CBASS I	AbiV	1
CBASS I	Argonaute I	1
Thoeris I	CRISPR I-E	0.0555011789473045
Thoeris I	Hachiman I	0.637061726139281
Thoeris I	Lit	0.0229575449019952
Lit	BREX III	0.00674306323308805	0.026136037251868	0.0316871914452233
Thoeris I	RM I	0.426966847869283
Thoeris I	RM II	0.0024752215881105	0.000963453348509839	0.523948771433963
Thoeris I	RM IV	0.0392105717620041
Thoeris I	CRISPR I-F	0.00488619853852285	0.528674665979415	0.0137109071700727
Thoeris I	Lamassu I	0.389611478127772
Thoeris I	Druantia III	0.0371369459501301
Thoeris I	Lamassu-Fam	0.439078793377947
Thoeris I	PsyrTA	0.00688180239284197	0.0697449979570048	0.00862157204136916
Thoeris I	RM IIG	0.0591059501585087
Thoeris I	Mokosh II	0.439827658136696
Lit	AVAST I	1
Thoeris I	AbiU	0.597821479909222
Thoeris I	BREX I	0.0942044379595961
Thoeris I	PARIS	0.53198423903795
Thoeris I	PARIS II	0.533837244280276
Thoeris I	RM III	0.0132157130043899
Thoeris I	Retron II-A	0.0370034907735656
Thoeris I	AbiE	2.35670813560272e-06	0.284424330527158	1.31194635449916e-06
Thoeris I	CBASS I	0.299264951318111
Thoeris I	3HP	0.644051824599118
Thoeris I	AbiH	0.119517200468005
Lit	AbiQ	0.624890178153202
Thoeris I	DRT III	0.22242922538025
Thoeris I	Mokosh I	0.00155964825674585	0.429563214315952	0.000162751116562773
Thoeris I	SoFic	0.252656434386071
Thoeris I	DISARM I	1
Thoeris I	DRT II	0.214756436630704
Thoeris I	Gabija	0.237893219478168
Thoeris I	PifA	0.126478085583776
Thoeris I	Dnd_ABCDE	0.268814262582724
Thoeris I	Dnd_FGH	0.554689231012683
Thoeris I	Retron I-C	0.114069321456474
Lit	Lamassu II	1
Thoeris I	BstA	0.724199785871621
Thoeris I	Dpd	0.342512719148313
Thoeris I	Shedu	0.0012315922004852	0.0019964797726744	0.050397175751027
Thoeris I	GAO_19	0.0676083611005808
Thoeris I	RADAR	0.338700916588629
Thoeris I	RosmerTA	0.0390718196794734
Thoeris I	Septu I	2.01107413496019e-08	0.274379689522541	1.37707923632101e-09
Thoeris I	SspABCD	0.58380350914954
Thoeris I	DRT I	0.00404197627936424	0.228421079154795	0.000705635041609499
Thoeris I	DprA-PRTase	1
Lit	AVAST III	0.537088447962526
Thoeris I	AVAST II	0.370342243265005
Thoeris I	Bunzi	0.534137140143892
Thoeris I	Azaca	1
Thoeris I	ShosTA	0.549070431898853
Thoeris I	AbiL	0.106952252263152
Thoeris I	AbiEii	0.0242536634155834
Thoeris I	Kiwa	0.0169773483675177
Thoeris I	SEFIR	0.536989559063539
Thoeris I	CBASS II	0.185508277763601
Thoeris I	Retron I-B	0.0295490816559329
Lit	Helicase-DUF2290	1
Thoeris I	Retron IX	0.999999590796099
Thoeris I	AbiD	0.198754940448851
Thoeris I	Druantia II	0.564449687690144
Thoeris I	PrrC	0.143892143809591
Thoeris I	CRISPR III-A	1
Thoeris I	Dynamins	0.619308384862266
Thoeris I	Retron VI	0.0988188164541575
Thoeris I	Menshen	0.827505549444013
Thoeris I	Pycsar	0.262160804063381
Thoeris I	CRISPR I-C	1
Lit	AVAST V	1
Thoeris I	Shango	0.59430517043976
Thoeris I	Retron I-A	0.911224240351784
Thoeris I	GAO_20	0.911176992099327
Thoeris I	Retron IV	0.478636304437372
Thoeris I	TIR-NLR	0.256222316107835
Thoeris I	GAO_29	1
Thoeris I	AVAST IV	0.157224305255315
Thoeris I	Septu	0.550521770728822
Thoeris I	Rretron III-A	0.0391917196689471
Thoeris I	TerY-P	0.70593044250328
Lit	Dazbog	1
Thoeris I	Abi2	0.755920056197561
Thoeris I	Borvo	0.173311528510139
Thoeris I	Hydrolase-TM	1
Thoeris I	Retron XII	0.222025391087906
Thoeris I	CRISPR IV-A	0.787423611339685
Thoeris I	RexAB	1
Thoeris I	SspE	1
Thoeris I	Olokun	0.505879179454513
Thoeris I	Gao_Her_DUF	1
Thoeris I	BREX III	1
Lit	Druantia I	1
Thoeris I	AVAST I	0.244262315010163
Thoeris I	AbiQ	0.000497921956691733	0.00143885122448613	0.000415718470328333
Thoeris I	Lamassu II	0.73511520936335
Thoeris I	AVAST III	1
Thoeris I	Helicase-DUF2290	0.556438794943561
Thoeris I	AVAST V	0.219771800689784
Thoeris I	Retron XIII	1
Thoeris I	Dazbog	0.0267412205555439
Thoeris I	Druantia I	0.59911278204843
Thoeris I	ApeA	0.127036636164876
Lit	ApeA	1
CRISPR I-E	CBASS II	3.14857803500477e-11	0.0993470568491042	2.33135025116592e-07
Thoeris I	PARIS I	1
Thoeris I	SspFGH	1
Thoeris I	2TM-1TM-TIR	1
